thmatic_area_code;source_target;source_target_subtheme;source_target_content;impact_target;impact_target_subtheme;impact_target_content;impact_type;impact_weight;justification
TA6	;TA6.16;Biodiversity Protection & Conservation - Urban Nature;14. Cities with at least 20.000 inhabitants have an ambitious Urban Greening Plan;TA1.15;GHG Reduction - Buildings;Reduce buildings’ greenhouse gas emissions by 60%, by 2030;+;1;The implementation of Urban Greening Plans will contribute to the reduction of GHG emissions from buildings, as it will promote sustainable urban planning and the integration of green spaces, which are essential for reducing energy consumption and GHG emissions.
TA6	;TA6.36;Biodiversity Protection & Conservation - Urban Nature;(urban ecosystems) By 2030, Member States shall ensure that there is no net loss in the total national area of urban green space, and of urban tree canopy cover in urban ecosystem areas;TA1.10;GHG Reduction - Buildings;ETS2. Contribution of the buildings and road transport sectors of 43% emission reductions by 2030 compared to 2005;+;2;The preservation of urban green spaces and tree canopy cover will contribute to the reduction of GHG emissions from buildings and road transport, as it will promote sustainable practices and reduce the pressure on these sectors.
TA6	;TA6.37;Biodiversity Protection & Conservation - Urban Nature;(urban ecosystems) Member States shall achieve thereafter an increasing trend in the total national area of urban green space, including through the integration of urban green space into buildings and infrastructure;TA1.7;GHG Reduction;Reduce methane emissions by 35 to 37% compared to 2005 levels, by 2030;+;1;The increase in urban green spaces will contribute to the reduction of methane emissions, as it will promote sustainable practices and reduce the pressure on ecosystems, which are essential for reducing methane emissions.
TA6	;TA6.38;Biodiversity Protection & Conservation - Urban Nature;(urban ecosystems) Member States shall achieve, in each urban ecosystem area, determined in accordance with Article 14(4), an increasing trend of urban tree canopy cover;TA1.9;GHG Reduction;EU ETS. The contribution of the sectors covered by the existing EU Emission trading System (EU ETS) with respect to the EU Climate ambition should be of -62% compared to 2005;+;2;The increase in urban tree canopy cover will contribute to the reduction of GHG emissions, as it will promote sustainable practices and reduce the pressure on ecosystems, and the EU ETS will provide a financial incentive for the reduction of GHG emissions.
TA6	;TA6.52;Improve Air Quality;The Ambient Air Quality Directives set EU air quality standards for 12 air pollutants;TA1.3;GHG Reduction;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;+;2;The implementation of the Ambient Air Quality Directives will contribute to the reduction of GHG emissions, as it will promote sustainable practices and reduce the pressure on ecosystems, which are essential for achieving the EU's climate ambition.
TA6	;TA6.15;Improve Soils Health;13. The losses of nutrients from fertilisers are reduced by 50%, resulting in the reduction of the use of fertilisers by at least 20%;TA1.7;GHG Reduction;Reduce methane emissions by 35 to 37% compared to 2005 levels, by 2030;+;1;The reduction of nutrient losses will contribute to the reduction of methane emissions, as it will promote sustainable agricultural practices, which are essential for reducing methane emissions.
TA6	;TA6.46;Improve Soils Health;(agricultural ecosystems) Member States shall put in place measures which shall aim to restore organic soils in agricultural use constituting drained peatlands;TA1.9;GHG Reduction;EU ETS. The contribution of the sectors covered by the existing EU Emission trading System (EU ETS) with respect to the EU Climate ambition should be of -62% compared to 2005;+;2;The restoration of organic soils will contribute to the reduction of GHG emissions, as it will promote sustainable agricultural practices, and the EU ETS will provide a financial incentive for the reduction of GHG emissions.
TA6	;TA6.50;Improve Soils Health;Reach no net land take;TA1.3;GHG Reduction;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;+;2;The implementation of no net land take will contribute to the reduction of GHG emissions, as it will promote sustainable land use practices, which are essential for achieving the EU's climate ambition.
TA6	;TA6.62;Improve Water Quality;The Water Reuse Regulation aim to encourage and facilitate water reuse in the EU;TA1.15;GHG Reduction - Buildings;Reduce buildings’ greenhouse gas emissions by 60%, by 2030;+;1;The implementation of the Water Reuse Regulation will contribute to the reduction of GHG emissions from buildings, as it will promote sustainable water management practices, which are essential for reducing energy consumption and GHG emissions.
TA6	;TA6.51;Improve Water Quality;Member States shall take the measures necessary to ensure that water intended for human consumption is wholesome and clean;TA1.7;GHG Reduction;Reduce methane emissions by 35 to 37% compared to 2005 levels, by 2030;+;1;The implementation of measures to ensure clean water will contribute to the reduction of methane emissions, as it will promote sustainable water management practices, which are essential for reducing methane emissions.
TA6	;TA6.41;Marine Ecosystem Restoration;Marine ecosystems. Member States shall put in place the restoration measures [...] to improve [...] areas of habitat types listed in Annex II which are not in good condition;TA1.3;GHG Reduction;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;+;2;The restoration of marine ecosystems will contribute to the reduction of GHG emissions, as it will promote sustainable practices and reduce the pressure on ecosystems, which are essential for achieving the EU's climate ambition.
TA6	;TA6.42;Marine Ecosystem Restoration;ecosystems. Member States shall put in place the restoration measures that are necessary to re-establish the habitat types of groups 1-6 listed in Annex II;TA1.9;GHG Reduction;EU ETS. The contribution of the sectors covered by the existing EU Emission trading System (EU ETS) with respect to the EU Climate ambition should be of -62% compared to 2005;+;2;The restoration of ecosystems will contribute to the reduction of GHG emissions, as it will promote sustainable practices and reduce the pressure on ecosystems, and the EU ETS will provide a financial incentive for the reduction of GHG emissions.
TA6	;TA6.30;Marine Ecosystem Restoration;Marine ecosystems. Member States shall put in place [...] measures [...] to jointly cover, as a Union target, throughout the areas and ecosystems [...] defined in Art. 2, by 2030, at least 20% of sea areas in need of restoration and, by 2050, all ecosystems in need of restoration;TA1.7;GHG Reduction;Reduce methane emissions by 35 to 37% compared to 2005 levels, by 2030;+;1;The restoration of marine ecosystems will contribute to the reduction of methane emissions, as it will promote sustainable practices and reduce the pressure on ecosystems, which are essential for reducing methane emissions.
TA6	;TA6.9;Pesticides Reduction;6. The risk and use of chemical pesticides is reduced by 50%, and the use of more hazardous pesticides is reduced by 50%;TA1.3;GHG Reduction;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;+;2;The reduction of chemical pesticides will contribute to the reduction of GHG emissions, as it will promote sustainable agricultural practices, which are essential for achieving the EU's climate ambition.
TA6	;TA6.29;Terrestrial Ecosystems Restoration;Terrestrial ecosystems. Member States shall put in place [...] measures [...] to jointly cover, as a Union target, throughout the areas and ecosystems [...] defined in Art. 2, by 2030, at least 20% of land areas in need of restoration and, by 2050, all ecosystems in need of restoration;TA1.7;GHG Reduction;Reduce methane emissions by 35 to 37% compared to 2005 levels, by 2030;+;1;The restoration of terrestrial ecosystems will contribute to the reduction of methane emissions, as it will promote sustainable practices and reduce the pressure on ecosystems, which are essential for reducing methane emissions.
TA6	;TA6.7;Terrestrial Ecosystems Restoration;4. By 2030, significant areas of degraded and carbon-rich ecosystems are restored. Habitats and species show no deterioration in conservation trends and status, and at least 30% reach favourable conservation status or at least show a positive trend;TA1.9;GHG Reduction;EU ETS. The contribution of the sectors covered by the existing EU Emission trading System (EU ETS) with respect to the EU Climate ambition should be of -62% compared to 2005;+;2;The restoration of ecosystems will contribute to the reduction of GHG emissions, as it will promote sustainable practices and reduce the pressure on ecosystems, and the EU ETS will provide a financial incentive for the reduction of GHG emissions.
TA6	;TA6.32;Terrestrial Ecosystems Restoration;Terrestrial, coastal and freshwater ecosystems. Member States shall put in place the restoration measures [...] to re-establish the habitat types listed in Annex I in areas not covered by those habitat types;TA1.3;GHG Reduction;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;+;2;The restoration of ecosystems will contribute to the reduction of GHG emissions, as it will promote sustainable practices and reduce the pressure on ecosystems, which are essential for achieving the EU's climate ambition.
TA6	;TA6.35;Terrestrial Ecosystems Restoration;Terrestrial, coastal and freshwater ecosystems. Member States shall ensure that there is: (a) an increase of habitat area in good condition for habitat types listed in Annex I;TA1.7;GHG Reduction;Reduce methane emissions by 35 to 37% compared to 2005 levels, by 2030;+;1;The increase in habitat area will contribute to the reduction of methane emissions, as it will promote sustainable practices and reduce the pressure on ecosystems, which are essential for reducing methane emissions.
TA6	;TA6.31;Terrestrial Ecosystems Restoration;Terrestrial, coastal and freshwater ecosystems. Member States shall put in place the restoration measures [...] to improve to good condition areas of habitat types listed in Annex I which are not in good condition;TA1.9;GHG Reduction;EU ETS. The contribution of the sectors covered by the existing EU Emission trading System (EU ETS) with respect to the EU Climate ambition should be of -62% compared to 2005;+;2;The restoration of ecosystems will contribute to the reduction of GHG emissions, as it will promote sustainable practices and reduce the pressure on ecosystems, and the EU ETS will provide a financial incentive for the reduction of GHG emissions.
TA6	;TA6.10;Terrestrial Ecosystems Restoration - Agricultural Ecosystems;7. At least 10% of agricultural area is under high-diversity landscape features;TA1.15;GHG Reduction - Buildings;Reduce buildings’ greenhouse gas emissions by 60%, by 2030;+;1;The implementation of high-diversity landscape features will contribute to the reduction of GHG emissions from buildings, as it will promote sustainable agricultural practices, which are essential for reducing energy consumption and GHG emissions.
TA6	;TA6.44;Terrestrial Ecosystems Restoration - Agricultural Ecosystems;(agricultural ecosystems) Member States shall put in place measures which shall aim to achieve an increasing trend at national level of at least two out of the three following indicators in agricultural ecosystems;TA1.7;GHG Reduction;Reduce methane emissions by 35 to 37% compared to 2005 levels, by 2030;+;1;The implementation of measures to achieve an increasing trend in agricultural ecosystems will contribute to the reduction of methane emissions, as it will promote sustainable agricultural practices, which are essential for reducing methane emissions.
TA6	;TA6.45;Terrestrial Ecosystems Restoration - Agricultural Ecosystems;(agricultural ecosystems) Member States shall put in place restoration measures which shall aim to ensure that the common farmland bird index at national level based on the species specified in Annex V reaches the following levels;TA1.9;GHG Reduction;EU ETS. The contribution of the sectors covered by the existing EU Emission trading System (EU ETS) with respect to the EU Climate ambition should be of -62% compared to 2005;+;2;The implementation of restoration measures will contribute to the reduction of GHG emissions, as it will promote sustainable agricultural practices, and the EU ETS will provide a financial incentive for the reduction of GHG emissions.
TA6	;TA6.11;Terrestrial Ecosystems Restoration - Forests;9. Three billion trees are planted in the EU, in full respect of ecological principles;TA1.3;GHG Reduction;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;+;2;The planting of trees will contribute to the reduction of GHG emissions, as it will promote sustainable land use practices, which are essential for achieving the EU's climate ambition.
TA6	;TA6.4;Terrestrial Ecosystems Restoration - Forests;2b. Strictly protect all remaining EU primary and old- growth forests;TA1.7;GHG Reduction;Reduce methane emissions by 35 to 37% compared to 2005 levels, by 2030;+;1;The protection of primary and old-growth forests will contribute to the reduction of methane emissions, as it will promote sustainable land use practices, which are essential for reducing methane emissions.
TA6	;TA6.47;Terrestrial Ecosystems Restoration - Forests;(trees) When identifying and implementing the restoration measures to meet the objectives and obligations set out in Articles 4, 6, 7, 8, 9 and 10, Member States shall aim to contribute to the commitment of planting at least three billion additional trees by 2030;TA1.9;GHG Reduction;EU ETS. The contribution of the sectors covered by the existing EU Emission trading System (EU ETS) with respect to the EU Climate ambition should be of -62% compared to 2005;+;2;The planting of trees will contribute to the reduction of GHG emissions, as it will promote sustainable land use practices, and the EU ETS will provide a financial incentive for the reduction of GHG emissions.
TA6	;TA6.48;Terrestrial Ecosystems Restoration - Forests;(forest ecosystems) Member States shall achieve an increasing trend at national level of at least six out of seven of the following indicators in forest ecosystems;TA1.15;GHG Reduction - Buildings;Reduce buildings’ greenhouse gas emissions by 60%, by 2030;+;2;The implementation of measures to achieve an increasing trend in forest ecosystems will contribute to the reduction of GHG emissions from buildings, as it will promote sustainable forest management practices, which are essential for reducing energy consumption and GHG emissions.
TA6	;TA6.49;Terrestrial Ecosystems Restoration - Forests;(forest ecosystems) Member States shall achieve an increasing trend at national level of the common forest bird index;TA1.7;GHG Reduction;Reduce methane emissions by 35 to 37% compared to 2005 levels, by 2030;+;1;The implementation of measures to achieve an increasing trend in the common forest bird index will contribute to the reduction of methane emissions, as it will promote sustainable forest management practices, which are essential for reducing methane emissions.
TA6	;TA6.13;Terrestrial Ecosystems Restoration - Rivers;11. At least 25.000 km of free-flowing rivers are restored;TA1.3;GHG Reduction;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;+;2;The restoration of free-flowing rivers will contribute to the reduction of GHG emissions, as it will promote sustainable water management practices, which are essential for achieving the EU's climate ambition.
TA6	;TA6.39;Terrestrial Ecosystems Restoration - Rivers;Natural connectivity of rivers and natural functions of the related floodplains. Member States shall make an inventory of artificial barriers and remove them to connectivity of surface waters;TA1.9;GHG Reduction;EU ETS. The contribution of the sectors covered by the existing EU Emission trading System (EU ETS) with respect to the EU Climate ambition should be of -62% compared to 2005;+;2;The removal of artificial barriers will contribute to the reduction of GHG emissions, as it will promote sustainable water management practices, and the EU ETS will provide a financial incentive for the reduction of GHG emissions.
TA6	;TA6.1;Biodiversity Protection & Conservation;1.a Legally protect a minimum of 30% of the EU  land area;TA5.11;Biodiversity Protection & Conservation;Biodiversity conservation and restoration of natural resources: Protect the environment and restore natural resources. Preserve biodiversity and reduce biodiversity loss.;+;2;The implementation of TA6.1 will likely reinforce the achievement of TA5.11, as protecting a minimum of 30% of the EU's land area will contribute to preserving biodiversity and reducing biodiversity loss.
TA6	;TA6.14;Biodiversity Protection & Conservation;12. There is a 50% reduction in the number of Red List species threatened by Invasive Alien Species (IAS);TA5.9;Food quality;Increase organic farming with the aim to achieve at least 25% of total farmland under organic farming by 2030 Target in Common with Biodiversity Strategy (see Thematic Area 6);+;1;The reduction of Red List species threatened by IAS will be enabled by the increase in organic farming, which will reduce the use of pesticides and fertilizers, thus creating a more favorable environment for species recovery.
TA6	;TA6.3;Biodiversity Protection & Conservation;2.a Strictly protect at least a third of the EU'S protected areas;TA5.2;Food quality - Animal Welfare;Reduce overall EU sales of antimicrobials for farmed animals and in aquaculture by 50% by 2030.;+;2;Strictly protecting at least a third of the EU's protected areas will aid in reducing the use of antimicrobials, as it will promote more sustainable and resilient farming practices, reducing the need for these substances.
TA6	;TA6.8;Biodiversity Protection & Conservation;5. The decline of pollinators is reversed;TA5.27;Food quality - Healthy Food;Food messaging: Provide food information and labelling to empower consumers to make informed, healthy and sustainable food choices. Strengthen educational messages on the importance of healthy nutrition, sustainable food production and consumption, and reducing food waste;+;1;Reversing the decline of pollinators will be facilitated by food messaging and labelling, as consumers will be empowered to make informed choices, promoting sustainable food production and reducing the use of pesticides, thus creating a more favorable environment for pollinators.
TA6	;TA6.33;Biodiversity Protection & Conservation;Terrestrial, coastal and freshwater ecosystems. Member States shall put in place the restoration measures for the terrestrial, coastal and freshwater habitats of the species listed in Annexes II, IV and V;TA5.35;Competitive Agriculture;Preparedness, shock resilience, adaptation and transformation: Strengthen the resilience of the EU food system. Build up resilience to climate change, possible future diseases and pandemics. Increasing the sustainability of food producers will ultimately increase their resilience.;+;2;The restoration of ecosystems will contribute to the resilience of the EU food system, as it will promote biodiversity, improve soil health, and enhance ecosystem services, thus supporting the adaptation and transformation of the food system.
TA6	;TA6.40;Biodiversity Protection & Conservation;(pollinator) Member States shall, by putting in place in a timely manner appropriate and effective measures, improve pollinator diversity and reverse the decline of pollinator populations;TA5.29;Food affordability;Food availability: Improve availability of sustainable food. Ensure that the healthy option is always the easiest one. Ensure food supply.;+;1;Improving pollinator diversity and reversing the decline of pollinator populations will contribute to improving food availability, as pollinators play a crucial role in food production, and their decline can impact food security.
TA6	;TA6.2;Biodiversity Protection & Conservation - Fisheries;1.b Legally protect a minimum of 30% of the EU's sea area;TA5.6;Food quality;Aquatic living resources: Increase sustainable fishing and aquaculture. Bring fish stocks to sustainable levels. Significant increase in organic aquaculture;+;2;Protecting a minimum of 30% of the EU's sea area will support the increase in sustainable fishing and aquaculture, as it will promote the conservation of marine ecosystems and the recovery of fish stocks.
TA6	;TA6.28;Biodiversity Protection & Conservation - Fisheries;In accordance with the CFP, it is crucial to continue and accelerate the work of rebuilding and keeping fish stocks above MSY levels;TA5.4;Pesticides Reduction;Reduce by 50% the use of more hazardous pesticides Target in Common with Biodiversity Strategy (see Thematic Area 6) and Zero Pollution Action Plan (see Thematic Area 7);+;1;The rebuilding and maintenance of fish stocks will be facilitated by the reduction of hazardous pesticides, which will reduce the impact of pollution on aquatic ecosystems, thus promoting the recovery of fish stocks.
TA6	;TA6.34;Biodiversity Protection & Conservation - Monitoring;Terrestrial, coastal and freshwater ecosystems. Member States shall ensure that condition is known for at least 90% of the area distributed overall habitat types listed in Annex I by 2030 and 100% by 2040.;TA5.16;Social Security - Workers Protection;Income distribution: Ensure fair income and salaries. Improve income of primary producers to ensure their sustainable livelihood.;+;2;Ensuring that the condition of ecosystems is known will support fair income distribution, as it will promote sustainable and resilient farming practices, thus improving the livelihoods of primary producers.
TA6	;TA6.43;Biodiversity Protection & Conservation - Monitoring;Marine ecosystems. Member States shall ensure, by 2030 at the latest, that the condition is known for at least 50% of the area distributed over all habitat types listed in groups 1–6 of Annex II.;TA5.21;Digitalisation;Digitalisation and knowledge transfer. Ensure access to fast broadband to all farmers and all rural areas to achieve the objective of 100% access by 2025 (enabler for jobs, businesses, investments, improvement in quality of life in rural areas and enabler to mainstream precision farming and use of artificial intelligence);+;1;The knowledge of ecosystem condition will be facilitated by digitalization and knowledge transfer, as it will provide farmers and primary producers with the necessary tools and information to promote sustainable and resilient farming practices.
TA6	;TA6.16;Biodiversity Protection & Conservation - Urban Nature;14. Cities with at least 20.000 inhabitants have an ambitious Urban Greening Plan;TA5.13;Waste Reduction - Food Waste;Reduce food waste. Prevent food loss and waste. Halve per capita food waste at retail and consumer levels* *See also Directive (EU) 2018/851 on waste with a target on food waste reduction of 30% by 2025;+;1;The implementation of Urban Greening Plans will contribute to reducing food waste, as it will promote sustainable urban planning, thus reducing the environmental impact of urban food systems.
TA6	;TA6.36;Biodiversity Protection & Conservation - Urban Nature;(urban ecosystems) By 2030, Member States shall ensure that there is no net loss in the total national area of urban green space, and of urban tree canopy cover in urban ecosystem areas.;TA5.30;Food affordability;Food affordability: Ensure affordability to sufficient, nutritious and sustainable food;+;1;The conservation of urban green spaces will support food affordability, as it will promote sustainable and resilient food systems, thus ensuring access to nutritious and sustainable food for all.
TA6	;TA6.37;Biodiversity Protection & Conservation - Urban Nature;(urban ecosystems) Member States shall achieve thereafter an increasing trend in the total national area of urban green space, including through the integration of urban green space into buildings and infrastructure;TA5.32;Food affordability;Food security: Ensuring food security and access to quality, safe, sustainable, nutritious food for all.;+;2;The increase in urban green spaces will contribute to food security, as it will promote sustainable and resilient food systems, thus ensuring access to quality, safe, sustainable, and nutritious food for all.
TA6	;TA6.52;Improve Air Quality;The Ambient Air Quality Directives set EU air quality standards for 12 air pollutants;TA5.15;Food quality;Consumption footprint: Reduce the environmental and climate footprint of the EU food system, operating within planetary boundaries. Reduce the EU  contribution to global deforestation and forest degradation.;+;2;The implementation of air quality standards will support the reduction of the consumption footprint, as it will promote sustainable and resilient food systems, thus reducing the environmental impact of food production and consumption.
TA6	;TA6.15;Improve Soils Health;13. The losses of nutrients from fertilisers are reduced by 50%, resulting in the reduction of the use of fertilisers by at least 20%;TA5.3;Improve Soils Health;Reduce nutrient losses by at least 50%, while ensuring that there is no deterioration in soil fertility.;+;3;The reduction of nutrient losses will be facilitated by the reduction of fertiliser use, thus promoting soil fertility and reducing the environmental impact of agriculture.
TA6	;TA6.46;Improve Soils Health;(agricultural ecosystems) Member States shall put in place measures which shall aim to restore organic soils in agricultural use constituting drained peatlands.;TA5.20;Competitive Agriculture;Trade: Foster the competitiveness of the EU supply sector.;+;1;The restoration of organic soils will support the competitiveness of the EU supply sector, as it will promote sustainable and resilient farming practices, thus improving the quality and quantity of agricultural products.
TA6	;TA6.50;Improve Soils Health;Reach no net land take;TA5.12;Food quality;Genetic biodiversity of food production systems: Secure and ensure access to a range of quality seeds for plant varieties in order to adapt to the pressures of climate change.;+;2;The implementation of no net land take will support the conservation of genetic biodiversity, as it will promote sustainable and resilient farming practices, thus reducing the pressure on natural resources and promoting the use of high-quality seeds.
TA6	;TA6.62;Improve Water Quality;The Water Reuse Regulation aim to encourage and facilitate water reuse in the EU;TA5.8;Improve Water Quality;Water: Preserving freshwater, boosting water reuse in agriculture.;+;3;The implementation of the Water Reuse Regulation will support the preservation of freshwater and the promotion of water reuse, thus reducing the pressure on water resources and promoting sustainable and resilient food systems.
TA6	;TA6.51;Improve Water Quality;Member States shall take the measures necessary to ensure that water intended for human consumption is wholesome and clean;TA5.19;Food affordability;Price: Preserve the price affordability of food.;+;1;The implementation of measures to ensure clean water will support price affordability, as it will promote sustainable and resilient food systems, thus reducing the environmental impact of food production and consumption.
TA6	;TA6.41;Marine Ecosystem Restoration;Marine ecosystems. Member States shall put in place the restoration measures [...] to improve [...] areas of habitat types listed in Annex II which are not in good condition.;TA5.25;Food quality - Animal Welfare;Animal welfare: Promote better animal welfare to improve animal health and food quality.;+;1;The restoration of marine ecosystems will support animal welfare, as it will promote sustainable and resilient food systems, thus reducing the impact of pollution and climate change on animal health.
TA6	;TA6.42;Marine Ecosystem Restoration;ecosystems. Member States shall put in place the restoration measures that are necessary to re-establish the habitat types of groups 1-6 listed in Annex II;TA5.24;Social Security - Workers Protection;Social protection and poverty: Ensure fair, inclusive and ethical value chains. Ensure workers’ social protection and housing conditions, promote socially responsible production methods, Mitigate the socio-economic consequences impacting the food chain and ensure that the key principles enshrined in the European Pillar of Social Rights are respected, especially when it comes to precarious, seasonal and undeclared workers.;+;2;The restoration of ecosystems will support social protection and poverty reduction, as it will promote sustainable and resilient food systems, thus improving the livelihoods of primary producers and reducing the socio-economic consequences of climate change.
TA6	;TA6.30;Marine Ecosystem Restoration;Marine ecosystems. Member States shall put in place [...] measures [...] to jointly cover, as a Union target, throughout the areas and ecosystems [...] defined in Art. 2, by 2030, at least 20% of sea areas in need of restoration and, by 2050, all ecosystems in need of restoration.;TA5.22;Transport Logistics;Transport, accessibility and infrastructure: Create shorter supply chains will support reducing dependence on long-haul transportation.;+;1;The restoration of marine ecosystems will support the creation of shorter supply chains, as it will promote sustainable and resilient food systems, thus reducing the environmental impact of food production and consumption.
TA6	;TA6.9;Pesticides Reduction;6. The risk and use of chemical pesticides is reduced by 50%, and the use of more hazardous pesticides is reduced by 50%;TA5.10;Renewable Energy;Energy: Increase renewable energy in the agriculture and food sector. Adopt energy efficiency solutions in the agriculture and food sector, by reducing energy consumption.;+;2;The reduction of chemical pesticide use will support the increase in renewable energy, as it will promote sustainable and resilient farming practices, thus reducing the energy consumption and environmental impact of food production.
TA6	;TA6.29;Terrestrial Ecosystems Restoration;Terrestrial ecosystems. Member States shall put in place [...] measures [...] to jointly cover, as a Union target, throughout the areas and ecosystems [...] defined in Art. 2, by 2030, at least 20% of land areas in need of restoration and, by 2050, all ecosystems in need of restoration.;TA5.23;Social Security - Workers Protection;Employment and working conditions: Create new job opportunities. Improve working conditions, ensure occupation health and safety.;+;1;The restoration of terrestrial ecosystems will support employment and working conditions, as it will promote sustainable and resilient food systems, thus creating new job opportunities and improving working conditions.
TA6	;TA6.7;Terrestrial Ecosystems Restoration;4. By 2030, significant areas of degraded and carbon-rich ecosystems are restored. Habitats and species show no deterioration in conservation trends and status, and at least 30% reach favourable conservation status or at least show a positive trend.;TA5.34;Food quality - Healthy Food;Health impact of diets: Reversing of the rise in overweight and obesity rates across the EU by 2030;+;2;The restoration of ecosystems will support the reversal of the rise in overweight and obesity rates, as it will promote sustainable and resilient food systems, thus reducing the environmental impact of food production and consumption.
TA6	;TA6.32;Terrestrial Ecosystems Restoration;Terrestrial, coastal and freshwater ecosystems. Member States shall put in place the restoration measures [...] to re-establish the habitat types listed in Annex I in areas not covered by those habitat types;TA5.31;Food quality - Healthy Food;Properties of food: Increase reformulation of food products in line with guidelines for healthy and sustainable diets;+;1;The restoration of ecosystems will support the reformulation of food products, as it will promote sustainable and resilient food systems, thus reducing the environmental impact of food production and consumption.
TA6	;TA6.35;Terrestrial Ecosystems Restoration;Terrestrial, coastal and freshwater ecosystems. Member States shall ensure that there is: (a) an increase of habitat area in good condition for habitat types listed in Annex I;TA5.33;Food quality - Healthy Food;Nutrition and healthy, sustainable diets: Move to healthier and more sustainable diets.;+;2;The increase in habitat area will support the transition to healthier and more sustainable diets, as it will promote sustainable and resilient food systems, thus reducing the environmental impact of food production and consumption.
TA6	;TA6.31;Terrestrial Ecosystems Restoration;Terrestrial, coastal and freshwater ecosystems. Member States shall put in place the restoration measures [...] to improve to good condition areas of habitat types listed in Annex I which are not in good condition.;TA5.7;GHG Reduction;Ensure that agriculture, fisheries and aquaculture, and the food value chain contribute to the target of reducing net greenhouse gas emissions to at least 55% below 1990 levels by 2030 and to the achievement of the objective for a climate-neutral Union in 2050.;+;3;The restoration of ecosystems will support the reduction of greenhouse gas emissions, as it will promote sustainable and resilient food systems, thus reducing the environmental impact of food production and consumption.
TA6	;TA6.10;Terrestrial Ecosystems Restoration - Agricultural Ecosystems;7. At least 10% of agricultural area is under high-diversity landscape features;TA5.17;Competitive Agriculture;Sectorial growth: Help farmers and fishers to strengthen their position in the supply chain and to capture a fair share of the added value of sustainable production;+;1;The implementation of high-diversity landscape features will support sectorial growth, as it will promote sustainable and resilient farming practices, thus improving the livelihoods of farmers and fishers.
TA6	;TA6.44;Terrestrial Ecosystems Restoration - Agricultural Ecosystems;(agricultural ecosystems) Member States shall put in place measures which shall aim to achieve an increasing trend at national level of at least two out of the three following indicators in agricultural ecosystems;TA5.18;Competitive Agriculture;Market power and business structure: Improve agricultural rules that strengthen the position of farmers (e.g. producers of products with geographical indications), their cooperatives and producer organisations in the food supply chain.;+;2;The implementation of measures to support agricultural ecosystems will support market power and business structure, as it will promote sustainable and resilient farming practices, thus improving the livelihoods of farmers and reducing the market power of large companies.
TA6	;TA6.45;Terrestrial Ecosystems Restoration - Agricultural Ecosystems;(agricultural ecosystems) Member States shall put in place restoration measures which shall aim to ensure that the common farmland bird index at national level based on the species specified in Annex V reaches the following levels;TA5.35;Competitive Agriculture;Preparedness, shock resilience, adaptation and transformation: Strengthen the resilience of the EU food system. Build up resilience to climate change, possible future diseases and pandemics. Increasing the sustainability of food producers will ultimately increase their resilience.;+;1;The restoration of ecosystems will support the resilience of the EU food system, as it will promote sustainable and resilient farming practices, thus reducing the impact of climate change and promoting food security.
TA6	;TA6.11;Terrestrial Ecosystems Restoration - Forests;9. Three billion trees are planted in the EU, in full respect of ecological principles;TA5.14;Circularity/Recycling;Circular economy: Scale-up and promote sustainable and socially responsible production methods and circular business models in food processing and retail.;+;2;The planting of trees will support the circular economy, as it will promote sustainable and resilient food systems, thus reducing waste and promoting the use of renewable resources.
TA6	;TA6.4;Terrestrial Ecosystems Restoration - Forests;2b. Strictly protect all remaining EU primary and old- growth forests;TA5.20;Competitive Agriculture;Trade: Foster the competitiveness of the EU supply sector.;+;1;The protection of primary and old-growth forests will support the competitiveness of the EU supply sector, as it will promote sustainable and resilient farming practices, thus improving the quality and quantity of agricultural products.
TA6	;TA6.47;Terrestrial Ecosystems Restoration - Forests;(trees) When identifying and implementing the restoration measures to meet the objectives and obligations set out in Articles 4, 6, 7, 8, 9 and 10, Member States shall aim to contribute to the commitment of planting at least three billion additional trees by 2030;TA5.21;Digitalisation;Digitalisation and knowledge transfer. Ensure access to fast broadband to all farmers and all rural areas to achieve the objective of 100% access by 2025 (enabler for jobs, businesses, investments, improvement in quality of life in rural areas and enabler to mainstream precision farming and use of artificial intelligence);+;1;The planting of trees will be facilitated by digitalization and knowledge transfer, as it will provide farmers with the necessary tools and information to promote sustainable and resilient farming practices.
TA6	;TA6.48;Terrestrial Ecosystems Restoration - Forests;(forest ecosystems) Member States shall achieve an increasing trend at national level of at least six out of seven of the following indicators in forest ecosystems;TA5.22;Transport Logistics;Transport, accessibility and infrastructure: Create shorter supply chains will support reducing dependence on long-haul transportation.;+;2;The increase in forest ecosystem indicators will support the creation of shorter supply chains, as it will promote sustainable and resilient food systems, thus reducing the environmental impact of food production and consumption.
